Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Gambia, The",GMB,0.186452486,0.186036201,0.206295696,0.19979861,0.196027202,0.190031877,0.1935524,0.214673555,0.217074088,0.219141873,0.241304353,0.242066243,0.238690485,0.220351162,0.253640982
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Georgia,GEO,1.11256641,0.939044777,0.851651433,0.954857055,1.100845101,1.298612238,1.584796154,1.663381913,1.342567616,1.636221401,1.667568685,2.122236979,2.263802424,2.113793109,2.416460496
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Germany,DEU,10.09563988,10.3662867,10.0586725,9.969354525,9.898682369,9.666372234,9.911476012,9.488039888,9.506321178,8.818595562,9.279634012,9.12485921,9.199299757,9.39062342,8.889370395
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ghana,GHA,0.326207375,0.350238104,0.366584428,0.367755038,0.34545677,0.320563088,0.418167076,0.427956066,0.387804781,0.318896741,0.401777969,0.387243552,0.456885977,0.549478567,0.531371738
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gibraltar,GIB,10.73774817,10.90747421,10.85181609,10.9260943,11.6932398,12.032361,12.50974055,12.36300982,12.67534789,13.76558916,13.86657734,13.41904677,13.73244962,14.58441173,15.65746479
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greece,GRC,8.47843382,8.636014274,8.591970187,8.760745127,8.867967195,8.980839448,8.827796219,8.892293442,8.662824281,8.277892345,7.540183868,7.189762915,7.247007359,6.33661459,6.180337268
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greenland,GRL,9.461120996,9.566086957,9.522319772,9.366951467,10.24499657,10.69152542,11.04479163,11.28207939,11.71815083,10.2217389,11.66377295,12.44034101,10.00501672,9.803250536,8.989181988
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Grenada,GRD,1.854307469,1.882352371,1.981511859,2.080217297,1.967972246,2.067178796,2.201604834,2.265947333,2.39932294,2.391770411,2.450810953,2.369217948,2.525529103,2.81372839,2.222383427
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guatemala,GTM,0.851067438,0.891154224,0.90887707,0.866258954,0.908087138,0.959869359,0.94405189,0.92154596,0.816056671,0.827851793,0.797292859,0.791841059,0.784030453,0.874202519,1.151000836
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea,GIN,0.199353213,0.204325347,0.21012677,0.214915002,0.217742097,0.20046652,0.203297045,0.206886477,0.224791637,0.227060669,0.255447904,0.266742837,0.242354579,0.211075838,0.219671873
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea-Bissau,GNB,0.122100956,0.122521608,0.122773831,0.151445681,0.153548708,0.158139085,0.157052834,0.163665577,0.15712789,0.158153972,0.156544829,0.157191765,0.157648792,0.155734209,0.160335469
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guyana,GUY,2.15586,2.140542347,2.122046647,2.1013537,2.183273728,1.92647451,1.729478269,2.092694454,2.086823144,2.094117033,2.29482304,2.369808039,2.640787187,2.549999012,2.632392779
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Haiti,HTI,0.16160472,0.182310256,0.208605747,0.194884352,0.219685761,0.225715823,0.226028956,0.251795831,0.248608108,0.231665885,0.21376934,0.219649971,0.225723617,0.23128811,0.271140187
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Honduras,HND,0.765247108,0.846158244,0.879009101,0.952572211,1.011540648,1.01274101,0.917915046,1.124259174,1.086643766,0.96592643,0.958912386,1.055908666,1.03974902,1.030266791,1.057648023
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Hong Kong SAR, China",HKG,6.067468267,5.65317561,5.877226465,6.441820883,6.148515958,6.439263195,6.133325021,6.321536226,6.320723648,6.044701985,5.791126534,6.193079501,6.073287646,6.269078968,6.393600526
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Hungary,HUN,5.467296695,5.592875675,5.518941473,5.82981044,5.684910755,5.751848927,5.698187039,5.572459521,5.463501182,4.840111448,5.022311649,4.797900003,4.494128944,4.259659831,4.265574976
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Iceland,ISL,7.693782116,7.373427894,7.550227286,7.485457013,7.683682902,7.513584557,7.568614994,7.414833454,6.677481144,6.447492771,6.168528586,5.896828979,5.613991818,5.866946294,6.059657407
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,India,IND,0.976601686,0.968514319,0.964275366,0.989271008,1.021862866,1.06531244,1.118603899,1.189651807,1.306253903,1.427780473,1.393273291,1.473080878,1.5946684,1.588600104,1.727670507
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Indonesia,IDN,1.24539825,1.375325404,1.411208735,1.437941508,1.512122784,1.511302112,1.504981339,1.616120599,1.769060263,1.870792581,1.772951392,2.462771503,2.564188865,1.946839151,1.81937838
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Iran, Islamic Rep.",IRN,5.672323312,5.996135584,5.971039683,6.142390732,6.483369555,6.720066557,7.21905887,7.27992527,7.509406008,7.600675899,7.768594359,7.89249315,8.098482838,8.103586032,8.384101101
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Iraq,IRQ,3.083093518,3.525341062,3.499928425,3.553105717,4.33551491,4.216692239,3.59844793,2.22690329,3.281546097,3.608379714,3.772295829,4.373742453,4.789061252,4.99158936,4.89491703
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ireland,IRL,10.83474264,11.38823116,11.04125081,10.6811767,10.75163663,10.4661517,10.0993731,10.14752888,9.577641293,8.889010942,8.783613934,7.77982216,7.738155591,7.538110297,7.313939808
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Israel,ISR,9.581779456,9.876810219,9.103871689,9.400877468,8.667993097,8.218088772,8.856488368,8.78433448,9.340093039,8.612472881,9.035223254,8.901888279,9.547967764,8.321785471,7.863181348
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Italy,ITA,7.912673166,7.904432663,7.932323042,8.17175128,8.216487201,8.166090128,8.072145596,7.917347216,7.60176497,6.795651486,6.83837457,6.702557614,6.205413858,5.732941879,5.270866786
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Jamaica,JAM,3.88289943,3.969027204,3.803386753,3.937092097,3.915930738,3.831609308,4.17369147,3.486543553,3.669799804,2.768772643,2.596489543,2.780813318,2.625615207,2.831022325,2.581445886
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Japan,JPN,9.622351624,9.464308709,9.573130135,9.725282059,9.909203497,9.698882518,9.632048618,9.782963899,9.449533972,8.620816388,9.148316038,9.317426666,9.63862829,9.780815065,9.538706103
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Jordan,JOR,3.02738198,3.067233546,3.175649449,3.214849384,3.44801213,3.65260392,3.52529066,3.522624567,3.256210728,3.175854385,2.916818597,2.827604409,3.021209828,2.862443049,2.965238308
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kazakhstan,KAZ,7.934854181,8.873851074,9.000333671,9.538517359,11.52689249,11.7071662,12.58362425,14.35971247,14.85305787,13.25676292,15.22798733,15.64629686,14.46941789,15.42931652,14.36316974
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kenya,KEN,0.325921833,0.285223579,0.236088309,0.194776581,0.21393672,0.233787564,0.254310303,0.25399794,0.257386809,0.30195391,0.28965606,0.311682104,0.282239706,0.292909589,0.305923722
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kiribati,KIR,0.347599412,0.299001736,0.462023939,0.454066528,0.486237417,0.675212564,0.738507361,0.531851192,0.556950618,0.399653225,0.605662265,0.595246734,0.586058099,0.577801464,0.569873207
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Korea, Dem. Peopleâ€™s Rep.",PRK,3.038151299,3.122175872,2.966034637,3.005259441,3.048837658,3.161507489,3.19688596,2.655309496,2.926040745,2.893268847,2.706986759,1.946795423,1.978061106,1.444473789,1.617371103
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Korea, Rep.",KOR,9.52093176,9.503744234,9.77299975,9.734649494,10.03018386,9.607269847,9.716605676,10.18156704,10.34742286,10.32010949,11.43631663,11.80296873,11.63282456,11.74920084,11.57034541
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kuwait,KWT,26.18923263,27.40553716,27.24771864,27.72100585,28.8728348,31.51568145,31.07802552,30.0460336,31.14868474,30.94737447,29.95609021,28.73354924,30.55821471,27.88846601,25.84922928
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kyrgyz Republic,KGZ,0.946245305,0.787517745,0.993404532,1.078294172,1.150808862,1.083209042,1.055464127,1.258434439,1.440269803,1.261546635,1.171873015,1.388440866,1.806948388,1.720789566,1.646395339
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lao PDR,LAO,0.176334504,0.161333353,0.209609764,0.197269323,0.246098342,0.244182913,0.265330374,0.152972911,0.156465265,0.204563038,0.262298883,0.255921836,0.263451485,0.241054383,0.294364883
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Latvia,LVA,2.682622965,2.988928918,2.992111413,3.221510038,3.271442282,3.352846325,3.611860039,3.779785259,3.629405756,3.376490018,3.849593455,3.541113332,3.471747548,3.518240904,3.498192882
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lebanon,LBN,3.96780298,4.05198345,3.82639971,4.142988236,3.676326844,3.449448291,3.037758682,2.823701625,3.615635351,4.336682162,4.047494872,3.929676494,4.086336812,3.817892305,3.843598231
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lesotho,LSO,0.910975677,0.922271017,0.939409182,0.957470664,0.988986211,1.008551115,1.02458015,1.044591584,1.070318032,1.114768324,1.141124815,1.163902151,1.193828257,1.200327924,1.207715726
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Liberia,LBR,0.148046872,0.166347374,0.161241222,0.169224629,0.196468293,0.225618343,0.224698284,0.192781963,0.156524366,0.137727406,0.203546527,0.221803022,0.248269986,0.225285253,0.214493389
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Libya,LBY,8.793313638,8.836642938,8.647907853,8.747749285,8.819186138,8.986297415,9.0490347,8.361671805,9.245049472,9.452084811,9.997526326,6.355021474,8.381464264,8.902413296,8.95879433
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Liechtenstein,LIE,..,..,..,..,..,..,..,1.770139421,1.757463844,1.436952445,1.528171362,1.313503981,1.301952752,1.38999296,1.182172313
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lithuania,LTU,3.475729068,3.712622788,3.817099115,3.754816757,3.922093528,4.184042091,4.329871871,4.693696086,4.69291649,3.958100057,4.348616303,4.553301311,4.629509672,4.273657237,4.378090123
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Luxembourg,LUX,18.88551226,19.93273314,21.1057455,21.93071098,24.5990264,24.82464668,24.01285765,22.95728271,22.38547222,20.87712517,21.6351358,21.10296963,20.08421949,18.49831971,17.36212137
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Macao SAR, China",MAC,3.814594817,3.851732437,3.382502156,3.330992144,3.639030783,3.789588243,3.282335525,3.045469772,2.597736196,3.935894757,2.616273301,2.629594867,2.327473809,2.045083586,2.174572354
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,North Macedonia,MKD,5.928994176,5.873397943,5.336934241,5.507394958,5.440652819,5.47485309,5.30197113,4.596564099,4.548023449,4.203943957,4.154446162,4.534899857,4.322378678,3.779926178,3.614451035
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Madagascar,MDG,0.118846962,0.107117169,0.073711326,0.098470636,0.101546442,0.094991068,0.089148783,0.093403772,0.094441905,0.08610778,0.09257807,0.107595178,0.121103033,0.135748254,0.130420845
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malawi,MWI,0.077952988,0.07570084,0.072628342,0.076394681,0.075713727,0.069413617,0.070379542,0.066513784,0.076930686,0.066964582,0.078688757,0.078917602,0.071215422,0.077325412,0.078339597
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malaysia,MYS,5.420915014,5.720175769,5.524647384,6.40746098,6.503479624,6.791853296,6.400395413,6.91670063,7.491255509,7.170571162,7.745175905,7.692763993,7.523944464,8.025773738,8.130210313
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Maldives,MDV,1.614331527,1.61380481,2.019314311,1.671867928,2.144134419,1.881642512,2.317859946,2.3303796,2.455685219,2.500713077,2.556735223,2.592472963,2.797073284,2.629413874,3.068372355
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mali,MLI,0.075038791,0.073524788,0.072917727,0.070385669,0.070855206,0.070323187,0.071377113,0.073869367,0.075867656,0.055326539,0.064083885,0.067362072,0.062189497,0.062417537,0.083369355
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malta,MLT,5.292462963,6.325824114,5.806537886,6.476880542,6.415248662,6.683221324,6.351303206,6.698844917,6.252313871,5.814186003,6.174949579,6.104795468,6.38190073,5.49231748,5.400613957
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Marshall Islands,MHL,1.517289618,1.568861577,1.610483101,1.577764891,1.615537117,1.526312932,1.643893342,1.766409163,1.762541389,1.825351111,1.821594578,1.816277794,1.81032142,1.803294812,1.795694223
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mauritania,MRT,0.446137755,0.470858866,0.485747988,0.486426674,0.52274375,0.525036092,0.517307721,0.575953539,0.587389624,0.625681431,0.640167478,0.665402951,0.71627393,0.699300641,0.689388119
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mauritius,MUS,2.267789393,2.39401331,2.395715333,2.523504784,2.53175545,2.683999401,2.94193012,2.97588958,3.029991456,2.97492202,3.132082534,3.129998786,3.15928885,3.233909584,3.353110472
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mexico,MEX,4.028144635,4.117498953,4.075235494,4.270511506,4.2224472,4.399422979,4.455657766,4.401555404,4.451117906,4.232033444,4.069560416,4.187104495,4.232175308,4.126499656,3.990446149
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Micronesia, Fed. Sts.",FSM,1.160853615,1.573922536,1.336195459,1.337807878,1.341270809,1.140225575,1.148427936,1.334169507,1.13328762,1.566865744,1.104614667,1.169753504,1.298289093,1.350121783,1.399279638
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Moldova,MDA,0.965214233,1.022913361,1.100182387,1.187528267,1.263730162,1.361666306,1.393071924,1.30813803,1.338363153,1.276290637,1.384630177,1.415302757,1.383552384,1.404532331,1.386829142
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mongolia,MNG,3.131013866,3.258426641,3.391936466,3.254423472,3.425522685,3.389155977,3.671505548,4.651220979,4.574174607,4.900220884,5.081415981,7.76058183,9.284665021,13.44748545,7.088025678
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Montenegro,MNE,..,..,..,..,..,3.34904381,3.875533515,3.655836006,4.457679397,2.953556075,4.167664361,4.145547583,3.763898221,3.61855388,3.55607179
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Morocco,MAR,1.177518232,1.294879753,1.29874199,1.261163325,1.438174638,1.502894463,1.539548743,1.613007427,1.677409361,1.643708259,1.730134712,1.759680341,1.887117547,1.752379938,1.750794556
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mozambique,MOZ,0.076189113,0.086735085,0.084619371,0.099210133,0.096507018,0.088928744,0.093935942,0.10439284,0.101730354,0.110515923,0.116251552,0.133262831,0.125514265,0.157234664,0.320578017
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Myanmar,MMR,0.215924263,0.18472781,0.19302763,0.204488464,0.256047135,0.236950746,0.26062666,0.259460989,0.196314065,0.20359911,0.247337326,0.280397344,0.215325359,0.248014679,0.41375859
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Namibia,NAM,0.915436614,1.10592804,0.950655217,0.99719017,1.028358088,1.191862025,1.183073042,1.176940704,1.627668966,1.47487463,1.464118206,1.312617743,1.542129431,1.177178074,1.651692817
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nauru,NRU,8.15913708,7.897601566,7.622945951,6.604562738,6.665926076,6.329475074,4.477411477,4.471042471,4.448892933,4.058456585,4.3982009,4.010838222,3.924214418,4.066537289,4.021851008
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nepal,NPL,0.128201199,0.134196524,0.106188288,0.113310454,0.105021436,0.119790518,0.098333647,0.099102169,0.128299599,0.161228574,0.187197028,0.204630508,0.21697773,0.246574529,0.298463303
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Netherlands,NLD,10.89472628,11.01778766,11.24924012,11.22973834,11.352269,11.12017757,10.98971528,10.78586295,10.76402402,10.42752306,11.01707086,10.4335386,10.16475883,10.31006279,9.920138075
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,New Caledonia,NCL,10.47321202,8.689813366,10.86077024,12.15844489,11.06111475,12.15754575,11.5415228,12.30763218,11.8129516,12.09163245,14.18347147,14.34505603,14.01671815,16.09223971,16.00593173
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,New Zealand,NZL,8.549394199,8.87715449,8.408514119,8.46272795,8.453612477,8.258489562,7.992808632,7.963774563,8.029041035,7.527296054,7.305005861,7.185948221,7.747276831,7.531957408,7.686575825
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nicaragua,NIC,0.742181468,0.770407197,0.773541536,0.833579486,0.824999557,0.794258544,0.810046787,0.823918906,0.780318493,0.782477009,0.778851026,0.826824454,0.772319251,0.750644376,0.791576323
